4-28-2023,Baseline: CC12M,0.099,0.205,10185253,DataComp team,https://arxiv.org/abs/2304.14108
4-28-2023,Baseline: RedCaps,0.076,0.168,11394153,DataComp team,https://arxiv.org/abs/2304.14108
4-28-2023,Baseline: Shutterstock 15M,0.083,0.185,14998856,DataComp team,https://arxiv.org/abs/2304.14108
4-28-2023,Baseline: YFCC15M,0.071,0.164,14826000,DataComp team,https://arxiv.org/abs/2304.14108
4-28-2023,Baseline: 4 external sources,0.095,0.186,51404262,DataComp team,https://arxiv.org/abs/2304.14108
