04-28-2023	Baseline: CC12M	0.245	0.272	10185253	DataComp team	https://arxiv.org/abs/2304.14108
04-28-2023	Baseline: RedCaps	0.237	0.263	11394153	DataComp team	https://arxiv.org/abs/2304.14108
04-28-2023	Baseline: Shutterstock 15M	0.229	0.29	14998856	DataComp team	https://arxiv.org/abs/2304.14108
04-28-2023	Baseline: YFCC15M	0.232	0.257	14826000	DataComp team	https://arxiv.org/abs/2304.14108
04-28-2023	Baseline: 4 external sources	0.36	0.345	51404262	DataComp team	https://arxiv.org/abs/2304.14108
