4-28-2023,Baseline: CC12M,0.245,0.272,10185253,DataComp team
4-28-2023,Baseline: RedCaps,0.237,0.263,11394153,DataComp team
4-28-2023,Baseline: Shutterstock 15M,0.229,0.290,14998856,DataComp team
4-28-2023,Baseline: YFCC15M,0.232,0.257,14826000,DataComp team
4-28-2023,Baseline: 4 external sources,0.360,0.345,51404262,DataComp team
