04-28-2023	Baseline: LAION-2B	0.757	0.621	2300000000	DataComp team	https://arxiv.org/abs/2304.14108
04-28-2023	Baseline: CommonPool CLIP score filter + 4 external sources (upsampled 6x)	0.776	0.649	3900000000	DataComp team	https://arxiv.org/abs/2304.14108
